date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:52:47	729/729	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22517a838a-2d9%22	http://livedemo00.template-help.com/joomla_47434/media/system/js/caption.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/system/js/caption.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:51	83893/83893	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22517a838a-147b5%22	http://livedemo00.template-help.com/joomla_47434/media/system/js/mootools-core.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/system/js/mootools-core.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:52	236825/236825	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22517a838a-39d19%22	http://livedemo00.template-help.com/joomla_47434/media/system/js/mootools-more.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/system/js/mootools-more.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:52	93637/93637	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22517a838a-16dc5%22	http://livedemo00.template-help.com/joomla_47434/media/jui/js/jquery.min.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/jui/js/jquery.min.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:52	17528/17528	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ff84-4478%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/js/jquery.mobile.customized.min.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/js/jquery.mobile.customized.min.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:52	8097/8097	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ff84-1fa1%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/js/jquery.easing.1.3.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/js/jquery.easing.1.3.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:53	57009/57009	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22517a838a-deb1%22	http://livedemo00.template-help.com/joomla_47434/media/jui/js/bootstrap.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/jui/js/bootstrap.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:53	15876/15876	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ff84-3e04%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/js/jquery.isotope.min.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/js/jquery.isotope.min.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:54	4862/4862	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ff84-12fe%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/js/touch.gallery.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/js/touch.gallery.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:54	2372/2372	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ff84-944%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/js/scripts.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/js/scripts.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:54	39330/39330	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ffc4-99a2%22	http://livedemo00.template-help.com/joomla_47434/modules/mod_image_swoop/js/camera.min.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/modules/mod_image_swoop/js/camera.min.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:55	17519/17519	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ffc4-446f%22	http://livedemo00.template-help.com/joomla_47434/modules/mod_image_swoop/js/jquery.mobile.customized.min.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/modules/mod_image_swoop/js/jquery.mobile.customized.min.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:55	8097/8097	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ffc4-1fa1%22	http://livedemo00.template-help.com/joomla_47434/modules/mod_image_swoop/js/jquery.easing.1.3.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/modules/mod_image_swoop/js/jquery.easing.1.3.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:55	5259/5259	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ffc6-148b%22	http://livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/superfish.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/superfish.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:55	2016/2016	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ffc6-7e0%22	http://livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/jquery.mobilemenu.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/jquery.mobilemenu.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:55	4385/4385	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ffc6-1121%22	http://livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/jquery.hoverIntent.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/jquery.hoverIntent.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:56	3298/3298	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ffc6-ce2%22	http://livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/supersubs.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/supersubs.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:56	1396/1396	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ffc6-574%22	http://livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/sftouchscreen.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/modules/mod_superfish_menu/js/sftouchscreen.js	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:56	10274/10274	---M--	200	added ('OK')	image/png	etag:%225216009c-2822%22	http://livedemo00.template-help.com/joomla_47434/images/logo.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/logo.png	(from http://livedemo00.template-help.com/joomla_47434/)
18:52:59	22982/22982	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:22:59%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:00	19202/19202	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:00%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/history	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/history.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:00	14707/14707	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:01%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/team	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/team.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:02	20171/20171	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:02%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/team/testimonials	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/team/testimonials.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:03	22010/22010	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:03%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/faqs.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:04	30165/30165	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:05%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:06	32754/32754	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:06%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/news	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/news.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:08	25121/25121	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:07%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/contacts	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/contacts.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:08	34761/34761	---M--	200	added ('OK')	image/jpeg	etag:%2252160e0e-87c9%22	http://livedemo00.template-help.com/joomla_47434/images/home/home-1.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/home/home-1.jpg	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:09	27067/27067	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:08%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/27-carousel/20-lorem-ipsum-dolor-sit-amet	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/27-carousel/20-lorem-ipsum-dolor-sit-amet.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:10	34355/34355	---M--	200	added ('OK')	image/jpeg	etag:%2252160e24-8633%22	http://livedemo00.template-help.com/joomla_47434/images/home/home-2.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/home/home-2.jpg	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:11	27071/27071	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:11%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/27-carousel/21-lorem-ipsum-dolor-sit-amet-2	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/27-carousel/21-lorem-ipsum-dolor-sit-amet-2.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:13	43609/43609	---M--	200	added ('OK')	image/jpeg	etag:%2252160e40-aa59%22	http://livedemo00.template-help.com/joomla_47434/images/home/home-3.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/home/home-3.jpg	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:13	27073/27073	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:13%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/27-carousel/22-lorem-ipsum-dolor-sit-amet-3	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/27-carousel/22-lorem-ipsum-dolor-sit-amet-3.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:14	27073/27073	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:14%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/27-carousel/23-lorem-ipsum-dolor-sit-amet-4	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/27-carousel/23-lorem-ipsum-dolor-sit-amet-4.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:15	37488/37488	---M--	200	added ('OK')	image/jpeg	etag:%2252160e60-9270%22	http://livedemo00.template-help.com/joomla_47434/images/home/home-4.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/home/home-4.jpg	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:15	16762/16762	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:16%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/services	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/services.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:17	29146/29146	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:17%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/1-home-morbi-tincidunt-sodales-neque-eu-rutrum	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/1-home-morbi-tincidunt-sodales-neque-eu-rutrum.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:18	15103/15103	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:17%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/team/48-john-sommersmith	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/team/48-john-sommersmith.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:18	45412/45412	---M--	200	added ('OK')	image/jpeg	etag:%2252160ea4-b164%22	http://livedemo00.template-help.com/joomla_47434/images/team/team-1.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/team/team-1.jpg	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:19	15083/15083	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:18%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/team/49-tom-simpson	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/team/49-tom-simpson.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:20	39213/39213	---M--	200	added ('OK')	image/jpeg	etag:%2252160ebe-992d%22	http://livedemo00.template-help.com/joomla_47434/images/team/team-2.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/team/team-2.jpg	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:20	27173/27173	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:20%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/38-latest-news/73-s-natoque-penatibus-et-gnis-dent-mo-ntessetuidiculu-nulladuice-feugiat	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/38-latest-news/73-s-natoque-penatibus-et-gnis-dent-mo-ntessetuidiculu-nulladuice-feugiat.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:21	27177/27177	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:21%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/38-latest-news/74-s-natoque-penatibus-et-gnis-dent-mo-ntessetuidiculu-nulladuice-feugiat-2	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/38-latest-news/74-s-natoque-penatibus-et-gnis-dent-mo-ntessetuidiculu-nulladuice-feugiat-2.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:22	27177/27177	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:22%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/38-latest-news/75-s-natoque-penatibus-et-gnis-dent-mo-ntessetuidiculu-nulladuice-feugiat-3	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/38-latest-news/75-s-natoque-penatibus-et-gnis-dent-mo-ntessetuidiculu-nulladuice-feugiat-3.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:23	18366/18366	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:23%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/privacy-policy	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/privacy-policy.html	(from http://livedemo00.template-help.com/joomla_47434/)
18:53:23	25395/25395	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22414df2f-6333-4e4882a1be900%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/fonts/fontawesome-webfont.eot?v=3.0.1	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/fonts/fontawesome-webfont3294.eot	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/bootstrap.css)
18:53:25	25395/25395	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22414df2f-6333-4e4882a1be900%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/fonts/fontawesome-webfont.eot?	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/fonts/fontawesome-webfontd41d.eot	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/bootstrap.css)
18:53:26	29380/29380	---MCZ	200	added ('OK')	text/plain	etag:W/%22414df32-72c4-4e4882a1be900%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/fonts/fontawesome-webfont.woff?v=3.0.1	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/fonts/fontawesome-webfont3294.woff	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/bootstrap.css)
18:53:27	2154/2154	---M--	200	added ('OK')	image/png	etag:%225215ff84-86a%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/social/twitter.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/social/twitter.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/default.css)
18:53:27	2088/2088	---M--	200	added ('OK')	image/png	etag:%225215ff84-828%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/social/facebook.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/social/facebook.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/default.css)
18:53:27	2288/2288	---M--	200	added ('OK')	image/png	etag:%225215ff84-8f0%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/social/feed.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/social/feed.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/default.css)
18:53:27	2851/2851	---M--	200	added ('OK')	image/png	etag:%225215ff84-b23%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/zoom.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/zoom.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/default.css)
18:53:28	1540/1540	---M--	200	added ('OK')	image/png	etag:%225215ff84-604%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/up-arrow.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/up-arrow.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/default.css)
18:53:28	55096/55096	---MCZ	200	added ('OK')	text/plain	etag:W/%22414df31-d738-4e4882a1be900%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/fonts/fontawesome-webfont.ttf?v=3.0.1	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/fonts/fontawesome-webfont3294.ttf	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/bootstrap.css)
18:53:28	63/63	---M--	200	added ('OK')	image/gif	etag:%2252160208-3f%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/pag_prev.gif	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/pag_prev.gif	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/template.css)
18:53:28	64/64	---M--	200	added ('OK')	image/gif	etag:%22521601e4-40%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/pag_next.gif	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/pag_next.gif	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/template.css)
18:53:28	11603/11603	---M--	200	added ('OK')	image/jpeg	etag:%2252160b7c-2d53%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/texture.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/texture.jpg	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/template.css)
18:53:28	997/997	---M--	200	added ('OK')	image/png	etag:%225215ff84-3e5%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/menu_border.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/menu_border.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/template.css)
18:53:29	49/49	---M--	200	added ('OK')	image/gif	etag:%2252160232-31%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/list_marker.gif	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/list_marker.gif	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/template.css)
18:53:29	3976/3976	---M--	200	added ('OK')	image/png	etag:%22521608e8-f88%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/awards-icon1.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/awards-icon1.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/template.css)
18:53:29	3917/3917	---M--	200	added ('OK')	image/png	etag:%2252160928-f4d%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/awards-icon2.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/awards-icon2.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/template.css)
18:53:29	3798/3798	---M--	200	added ('OK')	image/png	etag:%2252160946-ed6%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/awards-icon3.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/awards-icon3.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/template.css)
18:53:30	3641/3641	---M--	200	added ('OK')	image/png	etag:%2252160964-e39%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/awards-icon4.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/awards-icon4.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/template.css)
